error_number,current_index,next_index,current_byte_offset,next_byte_offset,counter_current,counter_next,counter_delta,counter_missing_samples,lfsr_current,lfsr_expected_next,lfsr_received,lfsr_steps_to_received,lfsr_missing_samples,next_sample_at_4096_boundary
1,127,128,0x00000FE0,0x00001000,52528,52531,3,2,0xB7EB8882,0x6FD71104,0xBF5C4410,3,2,True
2,255,256,0x00001FE0,0x00002000,52658,52661,3,2,0xD0FEDAEA,0xA1FDB5D4,0x87F6D753,3,2,True
3,383,384,0x00002FE0,0x00003000,52788,52791,3,2,0x4053D85E,0x80A7B0BD,0x029EC2F6,3,2,True
4,511,512,0x00003FE0,0x00004000,52918,52921,3,2,0x04563C1F,0x08AC783E,0x22B1E0F8,3,2,True
5,639,640,0x00004FE0,0x00005000,53048,53051,3,2,0xA03848B9,0x40709172,0x01C245CB,3,2,True
6,767,768,0x00005FE0,0x00006000,53178,53181,3,2,0x1F9B75E5,0x3F36EBCB,0xFCDBAF2D,3,2,True
7,895,896,0x00006FE0,0x00007000,53308,53311,3,2,0x4B03947B,0x960728F7,0x581CA3DF,3,2,True
8,1023,1024,0x00007FE0,0x00008000,53438,53441,3,2,0xEBA39EBA,0xD7473D74,0x5D1CF5D1,3,2,True
9,1151,1152,0x00008FE0,0x00009000,53568,53571,3,2,0xE2882079,0xC51040F3,0x144103CE,3,2,True
10,1279,1280,0x00009FE0,0x0000A000,53698,53701,3,2,0xDA196B7C,0xB432D6F9,0xD0CB5BE4,3,2,True
11,1407,1408,0x0000AFE0,0x0000B000,53828,53831,3,2,0xF3D5A819,0xE7AB5033,0x9EAD40CF,3,2,True
12,1535,1536,0x0000BFE0,0x0000C000,53958,53961,3,2,0xDA2A192A,0xB4543255,0xD150C955,3,2,True
13,1663,1664,0x0000CFE0,0x0000D000,54088,54091,3,2,0x9D5E3B92,0x3ABC7725,0xEAF1DC97,3,2,True
14,1791,1792,0x0000DFE0,0x0000E000,54218,54221,3,2,0x69F434A1,0xD3E86943,0x4FA1A50E,3,2,True
15,1919,1920,0x0000EFE0,0x0000F000,54348,54351,3,2,0x3ED6DF3C,0x7DADBE79,0xF6B6F9E7,3,2,True
16,2047,2048,0x0000FFE0,0x00010000,54478,54481,3,2,0xF4285A81,0xE850B503,0xA142D40C,3,2,True
17,2175,2176,0x00010FE0,0x00011000,54608,54611,3,2,0x44561531,0x88AC2A63,0x22B0A98C,3,2,True
18,2303,2304,0x00011FE0,0x00012000,54738,54741,3,2,0xBE0E135D,0x7C1C26BA,0xF0709AE8,3,2,True
19,2431,2432,0x00012FE0,0x00013000,54868,54871,3,2,0xFF1F5C72,0xFE3EB8E5,0xF8FAE396,3,2,True
20,2559,2560,0x00013FE0,0x00014000,54998,55001,3,2,0x2041075A,0x40820EB4,0x02083AD0,3,2,True
21,2687,2688,0x00014FE0,0x00015000,55128,55131,3,2,0x322D0C1F,0x645A183F,0x916860FF,3,2,True
22,2815,2816,0x00015FE0,0x00016000,55258,55261,3,2,0x47A8948C,0x8F512919,0x3D44A465,3,2,True
23,2943,2944,0x00016FE0,0x00017000,55388,55391,3,2,0x576D6091,0xAEDAC122,0xBB6B048B,3,2,True
24,3071,3072,0x00017FE0,0x00018000,55518,55521,3,2,0xA474B978,0x48E972F0,0x23A5CBC3,3,2,True
25,3199,3200,0x00018FE0,0x00019000,55648,55651,3,2,0x81801DE6,0x03003BCD,0x0C00EF37,3,2,True
26,3327,3328,0x00019FE0,0x0001A000,55778,55781,3,2,0x601D13A6,0xC03A274D,0x00E89D36,3,2,True
27,3455,3456,0x0001AFE0,0x0001B000,55908,55911,3,2,0xBC403F3B,0x78807E77,0xE201F9DF,3,2,True
28,3583,3584,0x0001BFE0,0x0001C000,56038,56041,3,2,0xB19F52AF,0x633EA55F,0x8CFA957C,3,2,True
29,3711,3712,0x0001CFE0,0x0001D000,56168,56171,3,2,0x9A55BBEE,0x34AB77DC,0xD2ADDF72,3,2,True
30,3839,3840,0x0001DFE0,0x0001E000,56298,56301,3,2,0x87045B83,0x0E08B707,0x3822DC1D,3,2,True
31,3967,3968,0x0001EFE0,0x0001F000,56428,56431,3,2,0x4DF5BCFA,0x9BEB79F5,0x6FADE7D6,3,2,True
32,4095,4096,0x0001FFE0,0x00020000,56558,56561,3,2,0x54384A6E,0xA87094DD,0xA1C25376,3,2,True
33,4223,4224,0x00020FE0,0x00021000,56688,56691,3,2,0xEA6C4373,0xD4D886E7,0x53621B9C,3,2,True
34,4351,4352,0x00021FE0,0x00022000,56818,56821,3,2,0x4DF78F4A,0x9BEF1E95,0x6FBC7A56,3,2,True
35,4479,4480,0x00022FE0,0x00023000,56948,56951,3,2,0x501ECD87,0xA03D9B0F,0x80F66C3D,3,2,True
36,4607,4608,0x00023FE0,0x00024000,57078,57081,3,2,0xCDF1A94D,0x9BE3529B,0x6F8D4A6E,3,2,True
37,4735,4736,0x00024FE0,0x00025000,57208,57211,3,2,0xCA92FF0B,0x9525FE16,0x5497F858,3,2,True
38,4863,4864,0x00025FE0,0x00026000,57338,57341,3,2,0x5D91DD4D,0xBB23BA9B,0xEC8EEA6C,3,2,True
39,4991,4992,0x00026FE0,0x00027000,57468,57471,3,2,0x794E9E36,0xF29D3C6C,0xCA74F1B3,3,2,True
40,5119,5120,0x00027FE0,0x00028000,57598,57601,3,2,0x1FA6C683,0x3F4D8D07,0xFD36341C,3,2,True
41,5242,5243,0x00028F40,0x00028F60,57723,47950,55763,unknown/reset,0x46A66E5F,0x8D4CDCBF,0x0437356D,>64,unknown,False
42,5247,5248,0x00028FE0,0x00029000,47954,47957,3,2,0x437356D7,0x86E6ADAE,0x1B9AB6B8,3,2,True
43,5374,5375,0x00029FC0,0x00029FE0,48083,33803,51256,unknown/reset,0x5159030A,0xA2B20615,0x65867CDE,>64,unknown,False
44,5375,5376,0x00029FE0,0x0002A000,33803,33806,3,2,0x65867CDE,0xCB0CF9BC,0x2C33E6F3,3,2,True
45,5503,5504,0x0002AFE0,0x0002B000,33933,33936,3,2,0x3917B000,0x722F6001,0xC8BD8005,3,2,True
46,5504,5505,0x0002B000,0x0002B020,33936,7333,38933,unknown/reset,0xC8BD8005,0x917B000B,0xC4FB5068,>64,unknown,False
47,5631,5632,0x0002BFE0,0x0002C000,7459,7462,3,2,0xDD0645B0,0xBA0C8B60,0xE8322D81,3,2,True
48,5632,5633,0x0002C000,0x0002C020,7462,28735,21273,21272,0xE8322D81,0xD0645B02,0xF355255F,>64,unknown,False
49,5759,5760,0x0002CFE0,0x0002D000,28861,28864,3,2,0x0732A16E,0x0E6542DD,0x39950B74,3,2,True
50,5760,5761,0x0002D000,0x0002D020,28864,17072,53744,unknown/reset,0x39950B74,0x732A16E8,0xAA1958D5,>64,unknown,False
51,5887,5888,0x0002DFE0,0x0002E000,17198,17201,3,2,0x91A0E4BB,0x2341C977,0x8D0725DF,3,2,True
52,5888,5889,0x0002E000,0x0002E020,17201,10249,58584,unknown/reset,0x8D0725DF,0x1A0E4BBF,0x19CBE584,>64,unknown,False
53,6015,6016,0x0002EFE0,0x0002F000,10375,10378,3,2,0xFAC64356,0xF58C86AC,0xD6321AB1,3,2,True
54,6016,6017,0x0002F000,0x0002F020,10378,24671,14293,14292,0xD6321AB1,0xAC643562,0x3595F43B,>64,unknown,False
55,6143,6144,0x0002FFE0,0x00030000,24797,24800,3,2,0x5516F889,0xAA2DF113,0xA8B7C44D,3,2,True
56,6144,6145,0x00030000,0x00030020,24800,46073,21273,21272,0xA8B7C44D,0x516F889A,0xDBE265F5,>64,unknown,False
57,6271,6272,0x00030FE0,0x00031000,46199,46202,3,2,0xCF7793AF,0x9EEF275F,0x7BBC9D7E,3,2,True
58,6272,6273,0x00031000,0x00031020,46202,65333,19131,19130,0x7BBC9D7E,0xF7793AFC,0x998B7F99,>64,unknown,False
59,6399,6400,0x00031FE0,0x00032000,65459,65462,3,2,0x0F1B70D6,0x1E36E1AC,0x78DB86B1,3,2,True
60,6400,6401,0x00032000,0x00032020,65462,6250,6324,6323,0x78DB86B1,0xF1B70D63,0xAFA561EF,>64,unknown,False
61,6527,6528,0x00032FE0,0x00033000,6376,6379,3,2,0x675D66E8,0xCEBACDD0,0x3AEB3741,3,2,True
62,6528,6529,0x00033000,0x00033020,6379,52261,45882,unknown/reset,0x3AEB3741,0x75D66E83,0xE323EA24,>64,unknown,False
63,6655,6656,0x00033FE0,0x00034000,52387,52390,3,2,0xF8DB03F8,0xF1B607F1,0xC6D81FC4,3,2,True
64,6656,6657,0x00034000,0x00034020,52390,46310,59456,unknown/reset,0xC6D81FC4,0x8DB03F89,0x161DA030,>64,unknown,False
65,6783,6784,0x00034FE0,0x00035000,46436,46439,3,2,0x098520B5,0x130A416A,0x4C2905AB,3,2,True
66,6784,6785,0x00035000,0x00035020,46439,33163,52260,unknown/reset,0x4C2905AB,0x98520B56,0xC5AA081B,>64,unknown,False
67,6911,6912,0x00035FE0,0x00036000,33289,33292,3,2,0x56351884,0xAC6A3108,0xB1A8C423,3,2,True
68,6912,6913,0x00036000,0x00036020,33292,22062,54306,unknown/reset,0xB1A8C423,0x63518847,0xA009654D,>64,unknown,False
69,7039,7040,0x00036FE0,0x00037000,22188,22191,3,2,0xD8CA09EE,0xB19413DD,0xC6504F76,3,2,True
70,7040,7041,0x00037000,0x00037020,22191,17083,60428,unknown/reset,0xC6504F76,0x8CA09EEC,0xB624968D,>64,unknown,False
71,7167,7168,0x00037FE0,0x00038000,17209,17212,3,2,0x36B504C2,0x6D6A0984,0xB5A82610,3,2,True
72,7168,7169,0x00038000,0x00038020,17212,1369,49693,unknown/reset,0xB5A82610,0x6B504C21,0x90A9DD00,>64,unknown,False
73,7295,7296,0x00038FE0,0x00039000,1495,1498,3,2,0x5FD44DB3,0xBFA89B66,0xFEA26D9B,3,2,True
74,7296,7297,0x00039000,0x00039020,1498,53421,51923,unknown/reset,0xFEA26D9B,0xFD44DB36,0x90376DAE,>64,unknown,False
75,7423,7424,0x00039FE0,0x0003A000,53547,53550,3,2,0x765BEA6A,0xECB7D4D4,0xB2DF5352,3,2,True
76,7424,7425,0x0003A000,0x0003A020,53550,44261,56247,unknown/reset,0xB2DF5352,0x65BEA6A4,0xD850E264,>64,unknown,False
77,7551,7552,0x0003AFE0,0x0003B000,44387,44390,3,2,0xDC9B8F73,0xB9371EE7,0xE4DC7B9E,3,2,True
78,7552,7553,0x0003B000,0x0003B020,44390,59878,15488,15487,0xE4DC7B9E,0xC9B8F73C,0x6E89668F,>64,unknown,False
79,7679,7680,0x0003BFE0,0x0003C000,60004,60007,3,2,0x87EF113D,0x0FDE227A,0x3F7889EB,3,2,True
80,7680,7681,0x0003C000,0x0003C020,60007,53764,59293,unknown/reset,0x3F7889EB,0x7EF113D6,0x9A7A10EC,>64,unknown,False
81,7807,7808,0x0003CFE0,0x0003D000,53890,53893,3,2,0xCB3ED022,0x967DA045,0x59F68116,3,2,True
82,7808,7809,0x0003D000,0x0003D020,53893,48381,60024,unknown/reset,0x59F68116,0xB3ED022D,0x4C8193AB,>64,unknown,False
83,7935,7936,0x0003DFE0,0x0003E000,48507,48510,3,2,0x402BDEFA,0x8057BDF5,0x015EF7D5,3,2,True
84,7936,7937,0x0003E000,0x0003E020,48510,7080,24106,24105,0x015EF7D5,0x02BDEFAA,0x452442E8,>64,unknown,False
85,8063,8064,0x0003EFE0,0x0003F000,7206,7209,3,2,0x9351CF3B,0x26A39E77,0x9A8E79DC,3,2,True
86,8064,8065,0x0003F000,0x0003F020,7209,48509,41300,unknown/reset,0x9A8E79DC,0x351CF3B9,0x2B13CA33,>64,unknown,False
87,8191,8192,0x0003FFE0,0x00040000,48635,48638,3,2,0x1E070E0C,0x3C0E1C18,0xF0387062,3,2,True
88,8192,8193,0x00040000,0x00040020,48638,36812,53710,unknown/reset,0xF0387062,0xE070E0C5,0x28623ED8,>64,unknown,False
89,8319,8320,0x00040FE0,0x00041000,36938,36941,3,2,0xB3007A67,0x6600F4CF,0x9803D33C,3,2,True
90,8320,8321,0x00041000,0x00041020,36941,37464,523,522,0x9803D33C,0x3007A679,0xE506C163,>64,unknown,False
91,8447,8448,0x00041FE0,0x00042000,37590,37593,3,2,0x8BF09D14,0x17E13A29,0x5F84E8A5,3,2,True
92,8448,8449,0x00042000,0x00042020,37593,38598,1005,1004,0x5F84E8A5,0xBF09D14A,0x8FF717A9,>64,unknown,False
93,8575,8576,0x00042FE0,0x00043000,38724,38727,3,2,0x6ADFF2E6,0xD5BFE5CC,0x56FF9730,3,2,True
94,8576,8577,0x00043000,0x00043020,38727,40368,1641,1640,0x56FF9730,0xADFF2E61,0x058498D6,>64,unknown,False
95,8703,8704,0x00043FE0,0x00044000,40494,40497,3,2,0xA835E685,0x506BCD0B,0x41AF342F,3,2,True
96,8704,8705,0x00044000,0x00044020,40497,41675,1178,1177,0x41AF342F,0x835E685E,0xD0E53112,>64,unknown,False
97,8831,8832,0x00044FE0,0x00045000,41801,41804,3,2,0xD7B5A8C2,0xAF6B5185,0xBDAD4614,3,2,True
98,8832,8833,0x00045000,0x00045020,41804,43014,1210,1209,0xBDAD4614,0x7B5A8C28,0x3BA8C160,>64,unknown,False
99,8959,8960,0x00045FE0,0x00046000,43140,43143,3,2,0xA513C67B,0x4A278CF6,0x289E33DA,3,2,True
100,8960,8961,0x00046000,0x00046020,43143,43719,576,575,0x289E33DA,0x513C67B4,0x46BF814B,>64,unknown,False
101,9087,9088,0x00046FE0,0x00047000,43845,43848,3,2,0x55E8C2DD,0xABD185BA,0xAF4616EB,3,2,True
102,9088,9089,0x00047000,0x00047020,43848,44824,976,975,0xAF4616EB,0x5E8C2DD6,0x1A79004D,>64,unknown,False
103,9215,9216,0x00047FE0,0x00048000,44950,44953,3,2,0x67A2C232,0xCF458465,0x3D161197,3,2,True
104,9216,9217,0x00048000,0x00048020,44953,45925,972,971,0x3D161197,0x7A2C232F,0x2C850343,>64,unknown,False
105,9343,9344,0x00048FE0,0x00049000,46051,46054,3,2,0xEF4FEE71,0xDE9FDCE3,0x7A7F738D,3,2,True
106,9344,9345,0x00049000,0x00049020,46054,47012,958,957,0x7A7F738D,0xF4FEE71B,0xAD951775,>64,unknown,False
107,9471,9472,0x00049FE0,0x0004A000,47138,47141,3,2,0x725FF747,0xE4BFEE8E,0x92FFBA38,3,2,True
108,9472,9473,0x0004A000,0x0004A020,47141,48368,1227,1226,0x92FFBA38,0x25FF7470,0x4043BCE4,>64,unknown,False
109,9599,9600,0x0004AFE0,0x0004B000,48494,48497,3,2,0xE2F9E72B,0xC5F3CE57,0x17CF395D,3,2,True
110,9600,9601,0x0004B000,0x0004B020,48497,49452,955,954,0x17CF395D,0x2F9E72BA,0xC633E842,>64,unknown,False
111,9727,9728,0x0004BFE0,0x0004C000,49578,49581,3,2,0x6659E643,0xCCB3CC86,0x32CF321B,3,2,True
112,9728,9729,0x0004C000,0x0004C020,49581,50573,992,991,0x32CF321B,0x659E6436,0xCDE860A7,>64,unknown,False
113,9855,9856,0x0004CFE0,0x0004D000,50699,50702,3,2,0xF3B62D81,0xE76C5B03,0x9DB16C0C,3,2,True
114,9856,9857,0x0004D000,0x0004D020,50702,51658,956,955,0x9DB16C0C,0x3B62D818,0xE02A933F,>64,unknown,False
115,9983,9984,0x0004DFE0,0x0004E000,51784,51787,3,2,0x132FFFD2,0x265FFFA5,0x997FFE97,3,2,True
116,9984,9985,0x0004E000,0x0004E020,51787,52771,984,983,0x997FFE97,0x32FFFD2F,0x3814E825,>64,unknown,False
117,10111,10112,0x0004EFE0,0x0004F000,52897,52900,3,2,0xAB0FAA46,0x561F548C,0x587D5231,3,2,True
118,10112,10113,0x0004F000,0x0004F020,52900,53883,983,982,0x587D5231,0xB0FAA462,0x75E53E0B,>64,unknown,False
119,10239,10240,0x0004FFE0,0x00050000,54009,54012,3,2,0xD0A64D02,0xA14C9A04,0x85326811,3,2,True
120,10240,10241,0x00050000,0x00050020,54012,54975,963,962,0x85326811,0x0A64D022,0x9CEEE423,>64,unknown,False
121,10367,10368,0x00050FE0,0x00051000,55101,55104,3,2,0x0AE06BD8,0x15C0D7B1,0x57035EC7,3,2,True
122,10368,10369,0x00051000,0x00051020,55104,56105,1001,1000,0x57035EC7,0xAE06BD8E,0xC69598B4,>64,unknown,False
123,10495,10496,0x00051FE0,0x00052000,56231,56234,3,2,0x646D7C09,0xC8DAF813,0x236BE04F,3,2,True
124,10496,10497,0x00052000,0x00052020,56234,57193,959,958,0x236BE04F,0x46D7C09F,0x409D4D42,>64,unknown,False
125,10623,10624,0x00052FE0,0x00053000,57319,57322,3,2,0x8D1512A5,0x1A2A254B,0x68A8952C,3,2,True
126,10624,10625,0x00053000,0x00053020,57322,58299,977,976,0x68A8952C,0xD1512A59,0x4E2B605B,>64,unknown,False
127,10751,10752,0x00053FE0,0x00054000,58425,58428,3,2,0x019A8293,0x03350527,0x0CD4149F,3,2,True
128,10752,10753,0x00054000,0x00054020,58428,59583,1155,1154,0x0CD4149F,0x19A8293E,0x0A4130E2,>64,unknown,False
129,10879,10880,0x00054FE0,0x00055000,59709,59712,3,2,0xC5DF4DD9,0x8BBE9BB2,0x2EFA6ECB,3,2,True
130,10880,10881,0x00055000,0x00055020,59712,60854,1142,1141,0x2EFA6ECB,0x5DF4DD97,0x309E9913,>64,unknown,False
131,11007,11008,0x00055FE0,0x00056000,60980,60983,3,2,0xD4B017C7,0xA9602F8E,0xA580BE3B,3,2,True
132,11008,11009,0x00056000,0x00056020,60983,62137,1154,1153,0xA580BE3B,0x4B017C77,0xF82C529C,>64,unknown,False
133,11135,11136,0x00056FE0,0x00057000,62263,62266,3,2,0x4675C405,0x8CEB880A,0x33AE2028,3,2,True
134,11136,11137,0x00057000,0x00057020,62266,63220,954,953,0x33AE2028,0x675C4050,0x67373C2E,>64,unknown,False
135,11263,11264,0x00057FE0,0x00058000,63346,63349,3,2,0xC9BD3D3E,0x937A7A7D,0x4DE9E9F6,3,2,True
136,11264,11265,0x00058000,0x00058020,63349,64324,975,974,0x4DE9E9F6,0x9BD3D3ED,0x619C85DD,>64,unknown,False
137,11391,11392,0x00058FE0,0x00059000,64450,64453,3,2,0x9818755E,0x3030EABD,0xC0C3AAF5,3,2,True
138,11392,11393,0x00059000,0x00059020,64453,65408,955,954,0xC0C3AAF5,0x818755EA,0x99AD3D4F,>64,unknown,False
139,11519,11520,0x00059FE0,0x0005A000,65534,1,3,2,0xA1C23C98,0x43847931,0x0E11E4C7,3,2,True
140,11520,11521,0x0005A000,0x0005A020,1,1019,1018,1017,0x0E11E4C7,0x1C23C98E,0x592AD83E,>64,unknown,False
141,11647,11648,0x0005AFE0,0x0005B000,1145,1148,3,2,0x4D1155CE,0x9A22AB9C,0x688AAE70,3,2,True
142,11648,11649,0x0005B000,0x0005B020,1148,1650,502,501,0x688AAE70,0xD1155CE1,0x522AC757,>64,unknown,False
143,11775,11776,0x0005BFE0,0x0005C000,1776,1779,3,2,0xE514A96D,0xCA2952DB,0x28A54B6E,3,2,True
144,11776,11777,0x0005C000,0x0005C020,1779,2747,968,967,0x28A54B6E,0x514A96DC,0xCBDAE964,>64,unknown,False
145,11903,11904,0x0005CFE0,0x0005D000,2873,2876,3,2,0xCDA1287F,0x9B4250FF,0x6D0943FC,3,2,True
146,11904,11905,0x0005D000,0x0005D020,2876,3832,956,955,0x6D0943FC,0xDA1287F8,0x189A97D1,>64,unknown,False
147,12031,12032,0x0005DFE0,0x0005E000,3958,3961,3,2,0x72F4A80F,0xE5E9501F,0x97A5407C,3,2,True
148,12032,12033,0x0005E000,0x0005E020,3961,4932,971,970,0x97A5407C,0x2F4A80F8,0xD677D84B,>64,unknown,False
149,12159,12160,0x0005EFE0,0x0005F000,5058,5061,3,2,0x756ADD2B,0xEAD5BA57,0xAB56E95C,3,2,True
150,12160,12161,0x0005F000,0x0005F020,5061,6013,952,951,0xAB56E95C,0x56ADD2B8,0x41750F61,>64,unknown,False
151,12287,12288,0x0005FFE0,0x00060000,6139,6142,3,2,0xF11EBB2D,0xE23D765B,0x88F5D96D,3,2,True
152,12288,12289,0x00060000,0x00060020,6142,7121,979,978,0x88F5D96D,0x11EBB2DA,0xADD22C9F,>64,unknown,False
153,12415,12416,0x00060FE0,0x00061000,7247,7250,3,2,0xD3AF3837,0xA75E706F,0x9D79C1BE,3,2,True
154,12416,12417,0x00061000,0x00061020,7250,8209,959,958,0x9D79C1BE,0x3AF3837D,0xCCE23D90,>64,unknown,False
155,12543,12544,0x00061FE0,0x00062000,8335,8338,3,2,0xFB9AD5E3,0xF735ABC6,0xDCD6AF19,3,2,True
156,12544,12545,0x00062000,0x00062020,8338,9329,991,990,0xDCD6AF19,0xB9AD5E33,0x079AF612,>64,unknown,False
157,12671,12672,0x00062FE0,0x00063000,9455,9458,3,2,0xA5D9A859,0x4BB350B3,0x2ECD42CD,3,2,True
158,12672,12673,0x00063000,0x00063020,9458,10437,979,978,0x2ECD42CD,0x5D9A859B,0x60E8C0A4,>64,unknown,False
159,12799,12800,0x00063FE0,0x00064000,10563,10566,3,2,0x9DE62F3E,0x3BCC5E7C,0xEF3179F3,3,2,True
160,12800,12801,0x00064000,0x00064020,10566,11527,961,960,0xEF3179F3,0xDE62F3E7,0x078CCBC6,>64,unknown,False
161,12927,12928,0x00064FE0,0x00065000,11653,11656,3,2,0x5B4FA508,0xB69F4A11,0xDA7D2844,3,2,True
162,12928,12929,0x00065000,0x00065020,11656,12610,954,953,0xDA7D2844,0xB4FA5089,0xBD59BD28,>64,unknown,False
163,13055,13056,0x00065FE0,0x00066000,12736,12739,3,2,0xF83A50BA,0xF074A174,0xC1D285D2,3,2,True
164,13056,13057,0x00066000,0x00066020,12739,13701,962,961,0xC1D285D2,0x83A50BA4,0x626D209C,>64,unknown,False
165,13183,13184,0x00066FE0,0x00067000,13827,13830,3,2,0xE38EA3AE,0xC71D475D,0x1C751D74,3,2,True
166,13184,13185,0x00067000,0x00067020,13830,14802,972,971,0x1C751D74,0x38EA3AE9,0x53E3E41C,>64,unknown,False
167,13311,13312,0x00067FE0,0x00068000,14928,14931,3,2,0x91112D7B,0x22225AF6,0x88896BDB,3,2,True
168,13312,13313,0x00068000,0x00068020,14931,15894,963,962,0x88896BDB,0x1112D7B6,0x79D8FA00,>64,unknown,False
169,13439,13440,0x00068FE0,0x00069000,16020,16023,3,2,0x69ED53B7,0xD3DAA76F,0x4F6A9DBE,3,2,True
170,13440,13441,0x00069000,0x00069020,16023,17005,982,981,0x4F6A9DBE,0x9ED53B7D,0x9400BF33,>64,unknown,False
171,13567,13568,0x00069FE0,0x0006A000,17131,17134,3,2,0x69329CCF,0xD265399E,0x4994E679,3,2,True
172,13568,13569,0x0006A000,0x0006A020,17134,18113,979,978,0x4994E679,0x9329CCF3,0x7559428D,>64,unknown,False
173,13695,13696,0x0006AFE0,0x0006B000,18239,18242,3,2,0x4AA74BDC,0x954E97B8,0x553A5EE1,3,2,True
174,13696,13697,0x0006B000,0x0006B020,18242,19225,983,982,0x553A5EE1,0xAA74BDC3,0xAC7BC1EA,>64,unknown,False
175,13823,13824,0x0006BFE0,0x0006C000,19351,19354,3,2,0x85B5A4F9,0x0B6B49F3,0x2DAD27CC,3,2,True
176,13824,13825,0x0006C000,0x0006C020,19354,20308,954,953,0x2DAD27CC,0x5B5A4F98,0x96B6504F,>64,unknown,False
177,13951,13952,0x0006CFE0,0x0006D000,20434,20437,3,2,0x0A6E9B08,0x14DD3610,0x5374D842,3,2,True
178,13952,13953,0x0006D000,0x0006D020,20437,21406,969,968,0x5374D842,0xA6E9B084,0x1181DB2A,>64,unknown,False
179,14079,14080,0x0006DFE0,0x0006E000,21532,21535,3,2,0x4CD78FDB,0x99AF1FB7,0x66BC7EDD,3,2,True
180,14080,14081,0x0006E000,0x0006E020,21535,22630,1095,1094,0x66BC7EDD,0xCD78FDBB,0xCBFADA18,>64,unknown,False
181,14207,14208,0x0006EFE0,0x0006F000,22756,22759,3,2,0x146B4CAA,0x28D69954,0xA35A6550,3,2,True
182,14208,14209,0x0006F000,0x0006F020,22759,23743,984,983,0xA35A6550,0x46B4CAA1,0x3C0C5BA4,>64,unknown,False
183,14335,14336,0x0006FFE0,0x00070000,23869,23872,3,2,0x2211B740,0x44236E81,0x108DBA07,3,2,True
184,14336,14337,0x00070000,0x00070020,23872,24843,971,970,0x108DBA07,0x211B740F,0x2A1A64F0,>64,unknown,False
185,14463,14464,0x00070FE0,0x00071000,24969,24972,3,2,0x171400ED,0x2E2801DB,0xB8A0076C,3,2,True
186,14464,14465,0x00071000,0x00071020,24972,25959,987,986,0xB8A0076C,0x71400ED8,0x582C6311,>64,unknown,False
187,14591,14592,0x00071FE0,0x00072000,26085,26088,3,2,0xF949F8ED,0xF293F1DA,0xCA4FC76B,3,2,True
188,14592,14593,0x00072000,0x00072020,26088,27040,952,951,0xCA4FC76B,0x949F8ED7,0xC3ECA07A,>64,unknown,False
189,14719,14720,0x00072FE0,0x00073000,27166,27169,3,2,0x92A14452,0x254288A4,0x950A2290,3,2,True
190,14720,14721,0x00073000,0x00073020,27169,28144,975,974,0x950A2290,0x2A144520,0xD777D130,>64,unknown,False
191,14847,14848,0x00073FE0,0x00074000,28270,28273,3,2,0xF962469D,0xF2C48D3A,0xCB1234EA,3,2,True
192,14848,14849,0x00074000,0x00074020,28273,29256,983,982,0xCB1234EA,0x962469D5,0xA3E1A842,>64,unknown,False
193,14975,14976,0x00074FE0,0x00075000,29382,29385,3,2,0x6D08DE78,0xDA11BCF0,0x6846F3C2,3,2,True
194,14976,14977,0x00075000,0x00075020,29385,30337,952,951,0x6846F3C2,0xD08DE784,0x52113A29,>64,unknown,False
195,15103,15104,0x00075FE0,0x00076000,30463,30466,3,2,0xC89BE08D,0x9137C11B,0x44DF046D,3,2,True
196,15104,15105,0x00076000,0x00076020,30466,31452,986,985,0x44DF046D,0x89BE08DA,0xA9848640,>64,unknown,False
197,15231,15232,0x00076FE0,0x00077000,31578,31581,3,2,0x1C30053E,0x38600A7D,0xE18029F6,3,2,True
198,15232,15233,0x00077000,0x00077020,31581,32552,971,970,0xE18029F6,0xC30053EC,0xA2712B8D,>64,unknown,False
199,15359,15360,0x00077FE0,0x00078000,32678,32681,3,2,0x43E009B9,0x87C01373,0x1F004DCD,3,2,True
200,15360,15361,0x00078000,0x00078020,32681,33660,979,978,0x1F004DCD,0x3E009B9A,0x3ACD72EF,>64,unknown,False
201,15487,15488,0x00078FE0,0x00079000,33786,33789,3,2,0xE5BF1D5B,0xCB7E3AB6,0x2DF8EADA,3,2,True
202,15488,15489,0x00079000,0x00079020,33789,34850,1061,1060,0x2DF8EADA,0x5BF1D5B4,0x4D09E102,>64,unknown,False
203,15615,15616,0x00079FE0,0x0007A000,34976,34979,3,2,0x8CA26540,0x1944CA80,0x65132A02,3,2,True
204,15616,15617,0x0007A000,0x0007A020,34979,35957,978,977,0x65132A02,0xCA265405,0xCA1EEF2B,>64,unknown,False
205,15743,15744,0x0007AFE0,0x0007B000,36083,36086,3,2,0xB27B8516,0x64F70A2D,0x93DC28B5,3,2,True
206,15744,15745,0x0007B000,0x0007B020,36086,37038,952,951,0x93DC28B5,0x27B8516A,0xBBF1EBF5,>64,unknown,False
207,15871,15872,0x0007BFE0,0x0007C000,37164,37167,3,2,0x19109D94,0x32213B29,0xC884ECA7,3,2,True
208,15872,15873,0x0007C000,0x0007C020,37167,38150,983,982,0xC884ECA7,0x9109D94F,0x7B1A86DE,>64,unknown,False
209,15999,16000,0x0007CFE0,0x0007D000,38276,38279,3,2,0x5C95D14C,0xB92BA299,0xE4AE8A66,3,2,True
210,16000,16001,0x0007D000,0x0007D020,38279,39340,1061,1060,0xE4AE8A66,0xC95D14CC,0xFE23E835,>64,unknown,False
