error_number,current_index,next_index,current_byte_offset,next_byte_offset,counter_current,counter_next,counter_delta,counter_missing_samples,lfsr_current,lfsr_expected_next,lfsr_received,lfsr_steps_to_received,lfsr_missing_samples,next_sample_at_4096_boundary
42,2687,2688,0x00014FE0,0x00015000,33544,33547,3,2,0x79585584,0xF2B0AB08,0xCAC2AC23,3,2,True
43,2688,2689,0x00015000,0x00015020,33547,34509,962,961,0xCAC2AC23,0x95855846,0xB14B2CA3,>64,unknown,False
44,2815,2816,0x00015FE0,0x00016000,34635,34638,3,2,0xFD2F5F8A,0xFA5EBF14,0xE97AFC52,3,2,True
45,2816,2817,0x00016000,0x00016020,34638,35530,892,891,0xE97AFC52,0xD2F5F8A4,0x8E2F9EFC,>64,unknown,False
46,2943,2944,0x00016FE0,0x00017000,35656,35659,3,2,0x76A03EFE,0xED407DFD,0xB501F7F4,3,2,True
47,2944,2945,0x00017000,0x00017020,35659,36625,966,965,0xB501F7F4,0x6A03EFE8,0x51BB52F0,>64,unknown,False
48,3071,3072,0x00017FE0,0x00018000,36751,36754,3,2,0x351B7045,0x6A36E08A,0xA8DB822B,3,2,True
49,3072,3073,0x00018000,0x00018020,36754,37713,959,958,0xA8DB822B,0x51B70456,0x0EB40441,>64,unknown,False
50,3199,3200,0x00018FE0,0x00019000,37839,37842,3,2,0x5070E6C9,0xA0E1CD93,0x8387364E,3,2,True
51,3200,3201,0x00019000,0x00019020,37842,38808,966,965,0x8387364E,0x070E6C9C,0x81678378,>64,unknown,False
52,3327,3328,0x00019FE0,0x0001A000,38934,38937,3,2,0x31FF97A4,0x63FF2F49,0x8FFCBD27,3,2,True
53,3328,3329,0x0001A000,0x0001A020,38937,39972,1035,1034,0x8FFCBD27,0x1FF97A4F,0x4D01E3E8,>64,unknown,False
54,3455,3456,0x0001AFE0,0x0001B000,40098,40101,3,2,0xB41ED62D,0x683DAC5A,0xA0F6B169,3,2,True
55,3456,3457,0x0001B000,0x0001B020,40101,41079,978,977,0xA0F6B169,0x41ED62D3,0x173DB7B5,>64,unknown,False
56,3583,3584,0x0001BFE0,0x0001C000,41205,41208,3,2,0xB7AEF8A6,0x6F5DF14C,0xBD77C532,3,2,True
57,3584,3585,0x0001C000,0x0001C020,41208,42166,958,957,0xBD77C532,0x7AEF8A65,0x4250B372,>64,unknown,False
58,3711,3712,0x0001CFE0,0x0001D000,42292,42295,3,2,0x604A6634,0xC094CC69,0x025331A4,3,2,True
59,3712,3713,0x0001D000,0x0001D020,42295,43263,968,967,0x025331A4,0x04A66349,0x1B4DC580,>64,unknown,False
60,3839,3840,0x0001DFE0,0x0001E000,43389,43392,3,2,0x7B6CE136,0xF6D9C26D,0xDB6709B7,3,2,True
61,3840,3841,0x0001E000,0x0001E020,43392,44283,891,890,0xDB6709B7,0xB6CE136F,0x9139A1CB,>64,unknown,False
62,3967,3968,0x0001EFE0,0x0001F000,44409,44412,3,2,0x8FCDE731,0x1F9BCE63,0x7E6F398E,3,2,True
63,3968,3969,0x0001F000,0x0001F020,44412,45381,969,968,0x7E6F398E,0xFCDE731D,0x3BAC6CEE,>64,unknown,False
64,4095,4096,0x0001FFE0,0x00020000,45507,45510,3,2,0x6C92DBF7,0xD925B7EF,0x6496DFBD,3,2,True
65,4096,4097,0x00020000,0x00020020,45510,46402,892,891,0x6496DFBD,0xC92DBF7A,0x2DF4C8E6,>64,unknown,False
66,4223,4224,0x00020FE0,0x00021000,46528,46531,3,2,0x3F3E0737,0x7E7C0E6E,0xF9F039BB,3,2,True
67,4224,4225,0x00021000,0x00021020,46531,47500,969,968,0xF9F039BB,0xF3E07377,0xC8DF6C07,>64,unknown,False
68,4351,4352,0x00021FE0,0x00022000,47626,47629,3,2,0x04BEB579,0x097D6AF3,0x25F5ABCE,3,2,True
69,4352,4353,0x00022000,0x00022020,47629,48590,961,960,0x25F5ABCE,0x4BEB579D,0xB9155759,>64,unknown,False
70,4479,4480,0x00022FE0,0x00023000,48716,48719,3,2,0x0B30BBD1,0x166177A2,0x5985DE8A,3,2,True
71,4480,4481,0x00023000,0x00023020,48719,49702,983,982,0x5985DE8A,0xB30BBD15,0xB12722A9,>64,unknown,False
72,4607,4608,0x00023FE0,0x00024000,49828,49831,3,2,0xE1C4E3AC,0xC389C758,0x0E271D63,3,2,True
73,4608,4609,0x00024000,0x00024020,49831,50795,964,963,0x0E271D63,0x1C4E3AC6,0xB42D74C7,>64,unknown,False
74,4735,4736,0x00024FE0,0x00025000,50921,50924,3,2,0x7F6E2DED,0xFEDC5BDB,0xFB716F6D,3,2,True
75,4736,4737,0x00025000,0x00025020,50924,51900,976,975,0xFB716F6D,0xF6E2DEDB,0xCF58C269,>64,unknown,False
76,4863,4864,0x00025FE0,0x00026000,52026,52029,3,2,0xEEF3D774,0xDDE7AEE8,0x779EBBA3,3,2,True
77,4864,4865,0x00026000,0x00026020,52029,52992,963,962,0x779EBBA3,0xEF3D7747,0x5B571C6E,>64,unknown,False
78,4991,4992,0x00026FE0,0x00027000,53118,53121,3,2,0x11A6B21C,0x234D6439,0x8D3590E7,3,2,True
79,4992,4993,0x00027000,0x00027020,53121,54080,959,958,0x8D3590E7,0x1A6B21CF,0x6ACFD202,>64,unknown,False
80,5119,5120,0x00027FE0,0x00028000,54206,54209,3,2,0x5E6F99F0,0xBCDF33E1,0xF37CCF85,3,2,True
81,5120,5121,0x00028000,0x00028020,54209,55152,943,942,0xF37CCF85,0xE6F99F0A,0x381B1DB1,>64,unknown,False
82,5247,5248,0x00028FE0,0x00029000,55278,55281,3,2,0x306C55E5,0x60D8ABCA,0x8362AF28,3,2,True
83,5248,5249,0x00029000,0x00029020,55281,8009,18264,18263,0x8362AF28,0x06C55E51,0x2ABBA118,>64,unknown,False
84,5375,5376,0x00029FE0,0x0002A000,8135,8138,3,2,0x3E735CDA,0x7CE6B9B4,0xF39AE6D3,3,2,True
85,5376,5377,0x0002A000,0x0002A020,8138,15307,7169,7168,0xF39AE6D3,0xE735CDA7,0xFB16D1EB,>64,unknown,False
86,5503,5504,0x0002AFE0,0x0002B000,15433,15436,3,2,0xC7CDE0EB,0x8F9BC1D7,0x3E6F075E,3,2,True
87,5504,5505,0x0002B000,0x0002B020,15436,15998,562,561,0x3E6F075E,0x7CDE0EBC,0x08A8943E,>64,unknown,False
88,5631,5632,0x0002BFE0,0x0002C000,16124,16127,3,2,0x8E71DA74,0x1CE3B4E8,0x738ED3A0,3,2,True
89,5632,5633,0x0002C000,0x0002C020,16127,18120,1993,1992,0x738ED3A0,0xE71DA741,0x066F6FDB,>64,unknown,False
90,5759,5760,0x0002CFE0,0x0002D000,18246,18249,3,2,0xD30BFC17,0xA617F82E,0x985FE0BA,3,2,True
91,5760,5761,0x0002D000,0x0002D020,18249,19359,1110,1109,0x985FE0BA,0x30BFC175,0xE9A1B64C,>64,unknown,False
92,5887,5888,0x0002DFE0,0x0002E000,19485,19488,3,2,0x78152C1B,0xF02A5836,0xC0A960DB,3,2,True
93,5888,5889,0x0002E000,0x0002E020,19488,20032,544,543,0xC0A960DB,0x8152C1B6,0x9B34E43D,>64,unknown,False
94,6015,6016,0x0002EFE0,0x0002F000,20158,20161,3,2,0x05BD5F06,0x0B7ABE0D,0x2DEAF834,3,2,True
95,6016,6017,0x0002F000,0x0002F020,20161,21278,1117,1116,0x2DEAF834,0x5BD5F068,0x1E374F0E,>64,unknown,False
96,6143,6144,0x0002FFE0,0x00030000,21404,21407,3,2,0xF1E66C31,0xE3CCD862,0x8F33618B,3,2,True
97,6144,6145,0x00030000,0x00030020,21407,21937,530,529,0x8F33618B,0x1E66C316,0x60A83DCA,>64,unknown,False
98,6271,6272,0x00030FE0,0x00031000,22063,22066,3,2,0x6D385AEC,0xDA70B5D8,0x69C2D763,3,2,True
99,6272,6273,0x00031000,0x00031020,22066,23154,1088,1087,0x69C2D763,0xD385AEC7,0x00670284,>64,unknown,False
100,6399,6400,0x00031FE0,0x00032000,23280,23283,3,2,0x7E3C0906,0xFC78120D,0xF1E04835,3,2,True
101,6400,6401,0x00032000,0x00032020,23283,23817,534,533,0xF1E04835,0xE3C0906A,0x6A3D77DE,>64,unknown,False
102,6527,6528,0x00032FE0,0x00033000,23943,23946,3,2,0xB3D2E13D,0x67A5C27A,0x9E9709EB,3,2,True
103,6528,6529,0x00033000,0x00033020,23946,24973,1027,1026,0x9E9709EB,0x3D2E13D7,0x9D80824E,>64,unknown,False
104,6655,6656,0x00033FE0,0x00034000,25099,25102,3,2,0x45FB9C52,0x8BF738A4,0x2FDCE292,3,2,True
105,6656,6657,0x00034000,0x00034020,25102,25639,537,536,0x2FDCE292,0x5FB9C525,0x5CF65306,>64,unknown,False
106,6783,6784,0x00034FE0,0x00035000,25765,25768,3,2,0x89E42480,0x13C84900,0x4F212400,3,2,True
107,6784,6785,0x00035000,0x00035020,25768,26806,1038,1037,0x4F212400,0x9E424801,0x513BFD40,>64,unknown,False
108,6911,6912,0x00035FE0,0x00036000,26932,26935,3,2,0xDABC7920,0xB578F240,0xD5E3C900,3,2,True
109,6912,6913,0x00036000,0x00036020,26935,27465,530,529,0xD5E3C900,0xABC79200,0x44CC685B,>64,unknown,False
110,7039,7040,0x00036FE0,0x00037000,27591,27594,3,2,0xD162E2DD,0xA2C5C5BB,0x8B1716EC,3,2,True
111,7040,7041,0x00037000,0x00037020,27594,28602,1008,1007,0x8B1716EC,0x162E2DD8,0xEE5D37C6,>64,unknown,False
112,7167,7168,0x00037FE0,0x00038000,28728,28731,3,2,0xB9FD6E3D,0x73FADC7A,0xCFEB71EB,3,2,True
113,7168,7169,0x00038000,0x00038020,28731,29294,563,562,0xCFEB71EB,0x9FD6E3D6,0xEE818DBC,>64,unknown,False
114,7295,7296,0x00038FE0,0x00039000,29420,29423,3,2,0xB3514A63,0x66A294C7,0x9A8A531E,3,2,True
115,7296,7297,0x00039000,0x00039020,29423,30449,1026,1025,0x9A8A531E,0x3514A63D,0x30C9214B,>64,unknown,False
116,7423,7424,0x00039FE0,0x0003A000,30575,30578,3,2,0x3C09A930,0x78135261,0xE04D4985,3,2,True
117,7424,7425,0x0003A000,0x0003A020,30578,31446,868,867,0xE04D4985,0xC09A930B,0x0AF0DA7C,>64,unknown,False
118,7551,7552,0x0003AFE0,0x0003B000,31572,31575,3,2,0xBFE1E870,0x7FC3D0E1,0xFF0F4384,3,2,True
119,7552,7553,0x0003B000,0x0003B020,31575,32592,1017,1016,0xFF0F4384,0xFE1E8709,0x3728885D,>64,unknown,False
120,7679,7680,0x0003BFE0,0x0003C000,32718,32721,3,2,0x965635E5,0x2CAC6BCB,0xB2B1AF2C,3,2,True
121,7680,7681,0x0003C000,0x0003C020,32721,33274,553,552,0xB2B1AF2C,0x65635E58,0x5999BCF8,>64,unknown,False
122,7807,7808,0x0003CFE0,0x0003D000,33400,33403,3,2,0x02334446,0x0466888D,0x119A2234,3,2,True
123,7808,7809,0x0003D000,0x0003D020,33403,34427,1024,1023,0x119A2234,0x23344469,0x5F7DC841,>64,unknown,False
124,7935,7936,0x0003DFE0,0x0003E000,34553,34556,3,2,0x657AEDF2,0xCAF5DBE5,0x2BD76F95,3,2,True
125,7936,7937,0x0003E000,0x0003E020,34556,35076,520,519,0x2BD76F95,0x57AEDF2B,0xCA5DAD7B,>64,unknown,False
126,8063,8064,0x0003EFE0,0x0003F000,35202,35205,3,2,0xE23F48FF,0xC47E91FE,0x11FA47FA,3,2,True
127,8064,8065,0x0003F000,0x0003F020,35205,28057,58388,unknown/reset,0x11FA47FA,0x23F48FF5,0x86EC3374,>64,unknown,False
128,8191,8192,0x0003FFE0,0x00040000,28183,28186,3,2,0xC769F7C3,0x8ED3EF86,0x3B4FBE1A,3,2,True
129,8192,8193,0x00040000,0x00040020,28186,31544,3358,3357,0x3B4FBE1A,0x769F7C34,0x72B3F1C5,>64,unknown,False
130,8319,8320,0x00040FE0,0x00041000,31670,31673,3,2,0x339FB4CC,0x673F6998,0x9CFDA661,3,2,True
131,8320,8321,0x00041000,0x00041020,31673,34179,2506,2505,0x9CFDA661,0x39FB4CC2,0x114A3F60,>64,unknown,False
132,8447,8448,0x00041FE0,0x00042000,34305,34308,3,2,0x195A9BD4,0x32B537A9,0xCAD4DEA5,3,2,True
133,8448,8449,0x00042000,0x00042020,34308,12481,43709,unknown/reset,0xCAD4DEA5,0x95A9BD4A,0x2567076A,>64,unknown,False
134,8575,8576,0x00042FE0,0x00043000,12607,12610,3,2,0x06503933,0x0CA07267,0x3281C99D,3,2,True
135,8576,8577,0x00043000,0x00043020,12610,13219,609,608,0x3281C99D,0x6503933A,0x2202F374,>64,unknown,False
136,8703,8704,0x00043FE0,0x00044000,13345,13348,3,2,0xD076330A,0xA0EC6615,0x83B19856,3,2,True
137,8704,8705,0x00044000,0x00044020,13348,17185,3837,3836,0x83B19856,0x076330AC,0x40A1DF14,>64,unknown,False
138,8831,8832,0x00044FE0,0x00045000,17311,17314,3,2,0xB0FF66D0,0x61FECDA1,0x87FB3685,3,2,True
139,8832,8833,0x00045000,0x00045020,17314,18562,1248,1247,0x87FB3685,0x0FF66D0A,0xEC639822,>64,unknown,False
140,8959,8960,0x00045FE0,0x00046000,18688,18691,3,2,0xC67FBFE8,0x8CFF7FD0,0x33FDFF40,3,2,True
141,8960,8961,0x00046000,0x00046020,18691,20040,1349,1348,0x33FDFF40,0x67FBFE80,0xA2344823,>64,unknown,False
142,9087,9088,0x00046FE0,0x00047000,20166,20169,3,2,0x65B3C4C8,0xCB678990,0x2D9E2642,3,2,True
143,9088,9089,0x00047000,0x00047020,20169,34562,14393,14392,0x2D9E2642,0x5B3C4C84,0x9505BF2C,>64,unknown,False
144,9215,9216,0x00047FE0,0x00048000,34688,34691,3,2,0xFF7249E0,0xFEE493C1,0xFB924F05,3,2,True
145,9216,9217,0x00048000,0x00048020,34691,35265,574,573,0xFB924F05,0xF7249E0A,0xE27EEE6D,>64,unknown,False
146,9343,9344,0x00048FE0,0x00049000,35391,35394,3,2,0xE9B1DB84,0xD363B709,0x4D8EDC24,3,2,True
147,9344,9345,0x00049000,0x00049020,35394,36890,1496,1495,0x4D8EDC24,0x9B1DB849,0xD7EF2160,>64,unknown,False
148,9471,9472,0x00049FE0,0x0004A000,37016,37019,3,2,0xFEA49EA7,0xFD493D4E,0xF524F538,3,2,True
149,9472,9473,0x0004A000,0x0004A020,37019,38167,1148,1147,0xF524F538,0xEA49EA71,0xA43FF13C,>64,unknown,False
150,9599,9600,0x0004AFE0,0x0004B000,38293,38296,3,2,0x2D5D49D0,0x5ABA93A1,0x6AEA4E84,3,2,True
151,9600,9601,0x0004B000,0x0004B020,38296,39765,1469,1468,0x6AEA4E84,0xD5D49D08,0xAAD3D383,>64,unknown,False
152,9727,9728,0x0004BFE0,0x0004C000,39891,39894,3,2,0x58A7398F,0xB14E731F,0xC539CC7D,3,2,True
153,9728,9729,0x0004C000,0x0004C020,39894,41008,1114,1113,0xC539CC7D,0x8A7398FB,0xE9D7C800,>64,unknown,False
154,9855,9856,0x0004CFE0,0x0004D000,41134,41137,3,2,0x6E5E654B,0xDCBCCA97,0x72F32A5F,3,2,True
155,9856,9857,0x0004D000,0x0004D020,41137,42393,1256,1255,0x72F32A5F,0xE5E654BF,0x843407C4,>64,unknown,False
156,9983,9984,0x0004DFE0,0x0004E000,42519,42522,3,2,0xFCB619A3,0xF96C3347,0xE5B0CD1D,3,2,True
157,9984,9985,0x0004E000,0x0004E020,42522,43625,1103,1102,0xE5B0CD1D,0xCB619A3A,0x455715D6,>64,unknown,False
158,10111,10112,0x0004EFE0,0x0004F000,43751,43754,3,2,0x12DD5687,0x25BAAD0E,0x96EAB43B,3,2,True
159,10112,10113,0x0004F000,0x0004F020,43754,44590,836,835,0x96EAB43B,0x2DD56876,0xE56F0D17,>64,unknown,False
160,10239,10240,0x0004FFE0,0x00050000,44716,44719,3,2,0xF92BC005,0xF257800A,0xC95E0028,3,2,True
161,10240,10241,0x00050000,0x00050020,44719,46547,1828,1827,0xC95E0028,0x92BC0050,0xAE390842,>64,unknown,False
162,10367,10368,0x00050FE0,0x00051000,46673,46676,3,2,0x685CB898,0xD0B97130,0x42E5C4C0,3,2,True
163,10368,10369,0x00051000,0x00051020,46676,48153,1477,1476,0x42E5C4C0,0x85CB8981,0x5D0BC0A1,>64,unknown,False
164,10495,10496,0x00051FE0,0x00052000,48279,48282,3,2,0xE4A96C2C,0xC952D858,0x254B6160,3,2,True
165,10496,10497,0x00052000,0x00052020,48282,49914,1632,1631,0x254B6160,0x4A96C2C0,0x7C9197B0,>64,unknown,False
166,10623,10624,0x00052FE0,0x00053000,50040,50043,3,2,0x5AF90F81,0xB5F21F02,0xD7C87C0A,3,2,True
167,10624,10625,0x00053000,0x00053020,50043,51471,1428,1427,0xD7C87C0A,0xAF90F815,0xC1FE064E,>64,unknown,False
168,10751,10752,0x00053FE0,0x00054000,51597,51600,3,2,0x928A15CA,0x25142B94,0x9450AE51,3,2,True
169,10752,10753,0x00054000,0x00054020,51600,55782,4182,4181,0x9450AE51,0x28A15CA2,0x2E97CB75,>64,unknown,False
170,10879,10880,0x00054FE0,0x00055000,55908,55911,3,2,0xF47974BB,0xE8F2E977,0xA3CBA5DE,3,2,True
171,10880,10881,0x00055000,0x00055020,55911,56996,1085,1084,0xA3CBA5DE,0x47974BBC,0x40AA32E8,>64,unknown,False
172,11007,11008,0x00055FE0,0x00056000,57122,57125,3,2,0x36C25D62,0x6D84BAC4,0xB612EB13,3,2,True
173,11008,11009,0x00056000,0x00056020,57125,57891,766,765,0xB612EB13,0x6C25D627,0x1B18D3D0,>64,unknown,False
174,11135,11136,0x00056FE0,0x00057000,58017,58020,3,2,0xBAD7E042,0x75AFC085,0xD6BF0215,3,2,True
175,11136,11137,0x00057000,0x00057020,58020,59145,1125,1124,0xD6BF0215,0xAD7E042B,0xFF611A78,>64,unknown,False
176,11263,11264,0x00057FE0,0x00058000,59271,59274,3,2,0x0955FB25,0x12ABF64B,0x4AAFD92C,3,2,True
177,11264,11265,0x00058000,0x00058020,59274,60702,1428,1427,0x4AAFD92C,0x955FB258,0x8BAE138C,>64,unknown,False
178,11391,11392,0x00058FE0,0x00059000,60828,60831,3,2,0x736BE2A4,0xE6D7C548,0x9B5F1523,3,2,True
179,11392,11393,0x00059000,0x00059020,60831,61937,1106,1105,0x9B5F1523,0x36BE2A46,0xF9BE5CEF,>64,unknown,False
180,11519,11520,0x00059FE0,0x0005A000,62063,62066,3,2,0xA478619E,0x48F0C33C,0x23C30CF3,3,2,True
181,11520,11521,0x0005A000,0x0005A020,62066,63328,1262,1261,0x23C30CF3,0x478619E6,0xA91C300A,>64,unknown,False
182,11647,11648,0x0005AFE0,0x0005B000,63454,63457,3,2,0x0CE58DE1,0x19CB1BC2,0x672C6F08,3,2,True
183,11648,11649,0x0005B000,0x0005B020,63457,64555,1098,1097,0x672C6F08,0xCE58DE10,0xF8F9007E,>64,unknown,False
184,11775,11776,0x0005BFE0,0x0005C000,64681,64684,3,2,0x121D7EAB,0x243AFD57,0x90EBF55C,3,2,True
185,11776,11777,0x0005C000,0x0005C020,64684,2,854,853,0x90EBF55C,0x21D7EAB9,0xFDC91116,>64,unknown,False
186,11903,11904,0x0005CFE0,0x0005D000,128,131,3,2,0x51D36EC8,0xA3A6DD90,0x8E9B7640,3,2,True
187,11904,11905,0x0005D000,0x0005D020,131,1225,1094,1093,0x8E9B7640,0x1D36EC81,0x2B2EA995,>64,unknown,False
188,12031,12032,0x0005DFE0,0x0005E000,1351,1354,3,2,0x23F285B9,0x47E50B72,0x1F942DCB,3,2,True
189,12032,12033,0x0005E000,0x0005E020,1354,2654,1300,1299,0x1F942DCB,0x3F285B97,0x607C78D0,>64,unknown,False
190,12159,12160,0x0005EFE0,0x0005F000,2780,2783,3,2,0x82FABA3B,0x05F57476,0x17D5D1DB,3,2,True
191,12160,12161,0x0005F000,0x0005F020,2783,3946,1163,1162,0x17D5D1DB,0x2FABA3B6,0xB423A705,>64,unknown,False
192,12287,12288,0x0005FFE0,0x00060000,4072,4075,3,2,0xB8436E20,0x7086DC41,0xC21B7105,3,2,True
193,12288,12289,0x00060000,0x00060020,4075,5288,1213,1212,0xC21B7105,0x8436E20A,0x52BE0699,>64,unknown,False
194,12415,12416,0x00060FE0,0x00061000,5414,5417,3,2,0x0AFF6DA2,0x15FEDB45,0x57FB6D17,3,2,True
195,12416,12417,0x00061000,0x00061020,5417,6520,1103,1102,0x57FB6D17,0xAFF6DA2F,0xB3B54BCD,>64,unknown,False
196,12543,12544,0x00061FE0,0x00062000,6646,6649,3,2,0x2E6EA2BB,0x5CDD4576,0x737515DA,3,2,True
197,12544,12545,0x00062000,0x00062020,6649,9010,2361,2360,0x737515DA,0xE6EA2BB4,0xEC3B063E,>64,unknown,False
198,12671,12672,0x00062FE0,0x00063000,9136,9139,3,2,0x75686481,0xEAD0C903,0xAB43240C,3,2,True
199,12672,12673,0x00063000,0x00063020,9139,10257,1118,1117,0xAB43240C,0x56864818,0x7829A17F,>64,unknown,False
200,12799,12800,0x00063FE0,0x00064000,10383,10386,3,2,0x036D0CC3,0x06DA1987,0x1B68661C,3,2,True
201,12800,12801,0x00064000,0x00064020,10386,11618,1232,1231,0x1B68661C,0x36D0CC38,0x869483B4,>64,unknown,False
202,12927,12928,0x00064FE0,0x00065000,11744,11747,3,2,0xC2DAF263,0x85B5E4C7,0x16D7931E,3,2,True
203,12928,12929,0x00065000,0x00065020,11747,12848,1101,1100,0x16D7931E,0x2DAF263C,0x45025EBC,>64,unknown,False
204,13055,13056,0x00065FE0,0x00066000,12974,12977,3,2,0x0ABA779A,0x1574EF35,0x55D3BCD5,3,2,True
205,13056,13057,0x00066000,0x00066020,12977,13825,848,847,0x55D3BCD5,0xABA779AA,0xC1166762,>64,unknown,False
206,13183,13184,0x00066FE0,0x00067000,13951,13954,3,2,0xF51C0000,0xEA380001,0xA8E00007,3,2,True
207,13184,13185,0x00067000,0x00067020,13954,15057,1103,1102,0xA8E00007,0x51C0000E,0x5CAC6A70,>64,unknown,False
208,13311,13312,0x00067FE0,0x00068000,15183,15186,3,2,0xC92B0896,0x9256112C,0x495844B3,3,2,True
209,13312,13313,0x00068000,0x00068020,15186,16033,847,846,0x495844B3,0x92B08966,0xB09095A2,>64,unknown,False
