error_number,current_index,next_index,current_byte_offset,next_byte_offset,counter_current,counter_next,counter_delta,counter_missing_samples,lfsr_current,lfsr_expected_next,lfsr_received,lfsr_steps_to_received,lfsr_missing_samples,next_sample_at_4096_boundary
32,4095,4096,0x0001FFE0,0x00020000,13736,13739,3,2,0x85A5862D,0x0B4B0C5B,0x2D2C316C,3,2,True
33,4223,4224,0x00020FE0,0x00021000,13866,13869,3,2,0xB0730E74,0x60E61CE8,0x839873A0,3,2,True
34,4351,4352,0x00021FE0,0x00022000,13996,13999,3,2,0xD55F9BAE,0xAABF375D,0xAAFCDD77,3,2,True
35,4479,4480,0x00022FE0,0x00023000,14126,14129,3,2,0x5E6EFB90,0xBCDDF721,0xF377DC85,3,2,True
36,4607,4608,0x00023FE0,0x00024000,14256,14259,3,2,0x8A9D6FA1,0x153ADF43,0x54EB7D0C,3,2,True
37,4735,4736,0x00024FE0,0x00025000,14386,14389,3,2,0x84A72042,0x094E4085,0x25390216,3,2,True
38,4863,4864,0x00025FE0,0x00026000,14516,14519,3,2,0x94A42CE7,0x294859CF,0xA521673F,3,2,True
39,4991,4992,0x00026FE0,0x00027000,14646,14649,3,2,0xBD9912FA,0x7B3225F4,0xECC897D2,3,2,True
40,5119,5120,0x00027FE0,0x00028000,14776,14779,3,2,0xB30F2617,0x661E4C2F,0x987930BC,3,2,True
41,5247,5248,0x00028FE0,0x00029000,14906,14909,3,2,0x6DF11FBC,0xDBE23F79,0x6F88FDE4,3,2,True
42,5248,5249,0x00029000,0x00029020,14909,47466,32557,32556,0x6F88FDE4,0xDF11FBC8,0xC99CE020,>64,unknown,False
43,5375,5376,0x00029FE0,0x0002A000,47592,47595,3,2,0x2A0C0D92,0x54181B24,0x50606C93,3,2,True
44,5376,5377,0x0002A000,0x0002A020,47595,51432,3837,3836,0x50606C93,0xA0C0D927,0x09188165,>64,unknown,False
45,5503,5504,0x0002AFE0,0x0002B000,51558,51561,3,2,0x2A0A3ED4,0x54147DA8,0x5051F6A3,3,2,True
46,5504,5505,0x0002B000,0x0002B020,51561,52635,1074,1073,0x5051F6A3,0xA0A3ED47,0xDE8E4B8B,>64,unknown,False
47,5631,5632,0x0002BFE0,0x0002C000,52761,52764,3,2,0xD40DA9F5,0xA81B53EB,0xA06D4FAF,3,2,True
48,5632,5633,0x0002C000,0x0002C020,52764,53756,992,991,0xA06D4FAF,0x40DA9F5E,0xE0585C71,>64,unknown,False
49,5759,5760,0x0002CFE0,0x0002D000,53882,53885,3,2,0xE8C04819,0xD1809033,0x460240CD,3,2,True
50,5760,5761,0x0002D000,0x0002D020,53885,54866,981,980,0x460240CD,0x8C04819A,0x1CC7178C,>64,unknown,False
51,5887,5888,0x0002DFE0,0x0002E000,54992,54995,3,2,0x5534DB83,0xAA69B707,0xA9A6DC1C,3,2,True
52,5888,5889,0x0002E000,0x0002E020,54995,55982,987,986,0xA9A6DC1C,0x534DB838,0x05002172,>64,unknown,False
53,6015,6016,0x0002EFE0,0x0002F000,56108,56111,3,2,0xC650574A,0x8CA0AE94,0x3282BA51,3,2,True
54,6016,6017,0x0002F000,0x0002F020,56111,57629,1518,1517,0x3282BA51,0x650574A2,0xFEBB55A3,>64,unknown,False
55,6143,6144,0x0002FFE0,0x00030000,57755,57758,3,2,0x8795883F,0x0F2B107E,0x3CAC41F8,3,2,True
56,6144,6145,0x00030000,0x00030020,57758,59350,1592,1591,0x3CAC41F8,0x795883F0,0x813F53D4,>64,unknown,False
57,6271,6272,0x00030FE0,0x00031000,59476,59479,3,2,0x3D533AD9,0x7AA675B3,0xEA99D6CD,3,2,True
58,6272,6273,0x00031000,0x00031020,59479,60860,1381,1380,0xEA99D6CD,0xD533AD9A,0x1FD85CBF,>64,unknown,False
59,6399,6400,0x00031FE0,0x00032000,60986,60989,3,2,0xBCAA2EFD,0x79545DFA,0xE55177E9,3,2,True
60,6400,6401,0x00032000,0x00032020,60989,62372,1383,1382,0xE55177E9,0xCAA2EFD3,0xCCF9ED1E,>64,unknown,False
61,6527,6528,0x00032FE0,0x00033000,62498,62501,3,2,0xAB7ABA68,0x56F574D0,0x5BD5D342,3,2,True
62,6528,6529,0x00033000,0x00033020,62501,64283,1782,1781,0x5BD5D342,0xB7ABA684,0x3E4AC15A,>64,unknown,False
63,6655,6656,0x00033FE0,0x00034000,64409,64412,3,2,0x8FFFA1AD,0x1FFF435B,0x7FFD0D6F,3,2,True
64,6656,6657,0x00034000,0x00034020,64412,727,1851,1850,0x7FFD0D6F,0xFFFA1ADE,0x7E0A82E8,>64,unknown,False
65,6783,6784,0x00034FE0,0x00035000,853,856,3,2,0xC792D721,0x8F25AE43,0x3C96B90C,3,2,True
66,6784,6785,0x00035000,0x00035020,856,6708,5852,5851,0x3C96B90C,0x792D7218,0x81C69C3E,>64,unknown,False
67,6911,6912,0x00035FE0,0x00036000,6834,6837,3,2,0x05881F9A,0x0B103F35,0x2C40FCD5,3,2,True
68,6912,6913,0x00036000,0x00036020,6837,7811,974,973,0x2C40FCD5,0x5881F9AB,0x3FA7C32D,>64,unknown,False
69,7039,7040,0x00036FE0,0x00037000,7937,7940,3,2,0xB7E6AAEC,0x6FCD55D8,0xBF355760,3,2,True
70,7040,7041,0x00037000,0x00037020,7940,8813,873,872,0xBF355760,0x7E6AAEC0,0xBC01B0A7,>64,unknown,False
71,7167,7168,0x00037FE0,0x00038000,8939,8942,3,2,0x5BB0648E,0xB760C91C,0xDD832472,3,2,True
72,7168,7169,0x00038000,0x00038020,8942,10659,1717,1716,0xDD832472,0xBB0648E5,0x1B4DE2DA,>64,unknown,False
73,7295,7296,0x00038FE0,0x00039000,10785,10788,3,2,0x2431DA9D,0x4863B53A,0x218ED4E9,3,2,True
74,7296,7297,0x00039000,0x00039020,10788,11758,970,969,0x218ED4E9,0x431DA9D3,0xD3CA0A27,>64,unknown,False
75,7423,7424,0x00039FE0,0x0003A000,11884,11887,3,2,0xACA62968,0x594C52D0,0x65314B40,3,2,True
76,7424,7425,0x0003A000,0x0003A020,11887,13527,1640,1639,0x65314B40,0xCA629681,0xA5501031,>64,unknown,False
77,7551,7552,0x0003AFE0,0x0003B000,13653,13656,3,2,0xDBE7ACE5,0xB7CF59CA,0xDF3D6728,3,2,True
78,7552,7553,0x0003B000,0x0003B020,13656,15133,1477,1476,0xDF3D6728,0xBE7ACE51,0x5A911D8D,>64,unknown,False
79,7679,7680,0x0003BFE0,0x0003C000,15259,15262,3,2,0x04372547,0x086E4A8E,0x21B92A3B,3,2,True
80,7680,7681,0x0003C000,0x0003C020,15262,17007,1745,1744,0x21B92A3B,0x43725477,0x55743789,>64,unknown,False
81,7807,7808,0x0003CFE0,0x0003D000,17133,17136,3,2,0xCF63D057,0x9EC7A0AF,0x7B1E82BE,3,2,True
82,7808,7809,0x0003D000,0x0003D020,17136,18666,1530,1529,0x7B1E82BE,0xF63D057D,0x4DD7A652,>64,unknown,False
83,7935,7936,0x0003DFE0,0x0003E000,18792,18795,3,2,0xF355BD23,0xE6AB7A46,0x9AADE91A,3,2,True
84,7936,7937,0x0003E000,0x0003E020,18795,20140,1345,1344,0x9AADE91A,0x355BD235,0x9CAEFD0F,>64,unknown,False
85,8063,8064,0x0003EFE0,0x0003F000,20266,20269,3,2,0x53998C08,0xA7331811,0x9CCC6047,3,2,True
86,8064,8065,0x0003F000,0x0003F020,20269,40336,20067,20066,0x9CCC6047,0x3998C08E,0xF6AD4833,>64,unknown,False
87,8191,8192,0x0003FFE0,0x00040000,40462,40465,3,2,0x643CAEAF,0xC8795D5F,0x21E5757D,3,2,True
88,8192,8193,0x00040000,0x00040020,40465,61339,20874,20873,0x21E5757D,0x43CAEAFB,0x8EC0D3FE,>64,unknown,False
89,8319,8320,0x00040FE0,0x00041000,61465,61468,3,2,0x5006530B,0xA00CA617,0x8032985D,3,2,True
90,8320,8321,0x00041000,0x00041020,61468,62176,708,707,0x8032985D,0x006530BA,0x6CC4AAA1,>64,unknown,False
91,8447,8448,0x00041FE0,0x00042000,62302,62305,3,2,0x49D23FDB,0x93A47FB7,0x4E91FEDD,3,2,True
92,8448,8449,0x00042000,0x00042020,62305,63606,1301,1300,0x4E91FEDD,0x9D23FDBA,0xDAB8D8C4,>64,unknown,False
93,8575,8576,0x00042FE0,0x00043000,63732,63735,3,2,0x6FD4D796,0xDFA9AF2C,0x7EA6BCB0,3,2,True
94,8576,8577,0x00043000,0x00043020,63735,65347,1612,1611,0x7EA6BCB0,0xFD4D7960,0xF31E8F75,>64,unknown,False
95,8703,8704,0x00043FE0,0x00044000,65473,65476,3,2,0xF15A9047,0xE2B5208F,0x8AD4823F,3,2,True
96,8704,8705,0x00044000,0x00044020,65476,1693,1753,1752,0x8AD4823F,0x15A9047F,0x803B692F,>64,unknown,False
97,8831,8832,0x00044FE0,0x00045000,1819,1822,3,2,0x5CF73CFC,0xB9EE79F9,0xE7B9E7E5,3,2,True
98,8832,8833,0x00045000,0x00045020,1822,3037,1215,1214,0xE7B9E7E5,0xCF73CFCB,0x1F9FD97F,>64,unknown,False
99,8959,8960,0x00045FE0,0x00046000,3163,3166,3,2,0x38747051,0x70E8E0A3,0xC3A3828C,3,2,True
100,8960,8961,0x00046000,0x00046020,3166,3908,742,741,0xC3A3828C,0x87470519,0xCF9DD275,>64,unknown,False
101,9087,9088,0x00046FE0,0x00047000,4034,4037,3,2,0x90BD0426,0x217A084D,0x85E82135,3,2,True
102,9088,9089,0x00047000,0x00047020,4037,5255,1218,1217,0x85E82135,0x0BD0426B,0x3E50A71E,>64,unknown,False
103,9215,9216,0x00047FE0,0x00048000,5381,5384,3,2,0x805B3BCD,0x00B6779A,0x02D9DE6A,3,2,True
104,9216,9217,0x00048000,0x00048020,5384,6043,659,658,0x02D9DE6A,0x05B3BCD4,0x3C0B4056,>64,unknown,False
105,9343,9344,0x00048FE0,0x00049000,6169,6172,3,2,0x99D85011,0x33B0A022,0xCEC28088,3,2,True
106,9344,9345,0x00049000,0x00049020,6172,7286,1114,1113,0xCEC28088,0x9D850110,0x295DB947,>64,unknown,False
107,9471,9472,0x00049FE0,0x0004A000,7412,7415,3,2,0x69B987BD,0xD3730F7B,0x4DCC3DEC,3,2,True
108,9472,9473,0x0004A000,0x0004A020,7415,8110,695,694,0x4DCC3DEC,0x9B987BD9,0x2E00DBAD,>64,unknown,False
109,9599,9600,0x0004AFE0,0x0004B000,8236,8239,3,2,0x2A9F4B20,0x553E9641,0x54FA5906,3,2,True
110,9600,9601,0x0004B000,0x0004B020,8239,9333,1094,1093,0x54FA5906,0xA9F4B20C,0x7526AD95,>64,unknown,False
111,9727,9728,0x0004BFE0,0x0004C000,9459,9462,3,2,0x6F425776,0xDE84AEED,0x7A12BBB5,3,2,True
112,9728,9729,0x0004C000,0x0004C020,9462,10155,693,692,0x7A12BBB5,0xF425776B,0xEA28C469,>64,unknown,False
113,9855,9856,0x0004CFE0,0x0004D000,10281,10284,3,2,0xF6C641F9,0xED8C83F3,0xB6320FCF,3,2,True
114,9856,9857,0x0004D000,0x0004D020,10284,11439,1155,1154,0xB6320FCF,0x6C641F9F,0x998C2715,>64,unknown,False
115,9983,9984,0x0004DFE0,0x0004E000,11565,11568,3,2,0xFB99CB89,0xF7339712,0xDCCE5C49,3,2,True
116,9984,9985,0x0004E000,0x0004E020,11568,12233,665,664,0xDCCE5C49,0xB99CB893,0x753CDF59,>64,unknown,False
117,10111,10112,0x0004EFE0,0x0004F000,12359,12362,3,2,0x47C0A9E4,0x8F8153C9,0x3E054F26,3,2,True
118,10112,10113,0x0004F000,0x0004F020,12362,13487,1125,1124,0x3E054F26,0x7C0A9E4C,0x95EBCE0A,>64,unknown,False
119,10239,10240,0x0004FFE0,0x00050000,13613,13616,3,2,0x9F8129BA,0x3F025375,0xFC094DD5,3,2,True
120,10240,10241,0x00050000,0x00050020,13616,14324,708,707,0xFC094DD5,0xF8129BAA,0x44D1B8B7,>64,unknown,False
121,10367,10368,0x00050FE0,0x00051000,14450,14453,3,2,0x98F8E922,0x31F1D244,0xC7C74913,3,2,True
122,10368,10369,0x00051000,0x00051020,14453,15601,1148,1147,0xC7C74913,0x8F8E9227,0xEB0D30CC,>64,unknown,False
123,10495,10496,0x00051FE0,0x00052000,15727,15730,3,2,0xF900A0CF,0xF201419E,0xC8050679,3,2,True
124,10496,10497,0x00052000,0x00052020,15730,16500,770,769,0xC8050679,0x900A0CF2,0x41EB1403,>64,unknown,False
125,10623,10624,0x00052FE0,0x00053000,16626,16629,3,2,0x01422445,0x0284488A,0x0A112228,3,2,True
126,10624,10625,0x00053000,0x00053020,16629,17827,1198,1197,0x0A112228,0x14224450,0x8C25AAB8,>64,unknown,False
127,10751,10752,0x00053FE0,0x00054000,17953,17956,3,2,0xC9B15920,0x9362B241,0x4D8AC906,3,2,True
128,10752,10753,0x00054000,0x00054020,17956,18682,726,725,0x4D8AC906,0x9B15920D,0x929D3C2E,>64,unknown,False
129,10879,10880,0x00054FE0,0x00055000,18808,18811,3,2,0x83547C78,0x06A8F8F1,0x1AA3E3C5,3,2,True
130,10880,10881,0x00055000,0x00055020,18811,19945,1134,1133,0x1AA3E3C5,0x3547C78B,0x3D3BB295,>64,unknown,False
131,11007,11008,0x00055FE0,0x00056000,20071,20074,3,2,0xCA1806DB,0x94300DB7,0x50C036DD,3,2,True
132,11008,11009,0x00056000,0x00056020,20074,21073,999,998,0x50C036DD,0xA1806DBA,0xCB382D94,>64,unknown,False
133,11135,11136,0x00056FE0,0x00057000,21199,21202,3,2,0x76446B5A,0xEC88D6B4,0xB2235AD2,3,2,True
134,11136,11137,0x00057000,0x00057020,21202,22366,1164,1163,0xB2235AD2,0x6446B5A5,0x28D769D8,>64,unknown,False
135,11263,11264,0x00057FE0,0x00058000,22492,22495,3,2,0x00BECA02,0x017D9405,0x05F65014,3,2,True
136,11264,11265,0x00058000,0x00058020,22495,23911,1416,1415,0x05F65014,0x0BECA029,0x85E7ECDD,>64,unknown,False
137,11391,11392,0x00058FE0,0x00059000,24037,24040,3,2,0xA9339796,0x52672F2D,0x499CBCB5,3,2,True
138,11392,11393,0x00059000,0x00059020,24040,25182,1142,1141,0x499CBCB5,0x9339796B,0x99AAED07,>64,unknown,False
139,11519,11520,0x00059FE0,0x0005A000,25308,25311,3,2,0x465B5617,0x8CB6AC2E,0x32DAB0B9,3,2,True
140,11520,11521,0x0005A000,0x0005A020,25311,26664,1353,1352,0x32DAB0B9,0x65B56172,0xBE5EDD9F,>64,unknown,False
141,11647,11648,0x0005AFE0,0x0005B000,26790,26793,3,2,0xFDC60A46,0xFB8C148D,0xEE305234,3,2,True
142,11648,11649,0x0005B000,0x0005B020,26793,27990,1197,1196,0xEE305234,0xDC60A469,0xE14D7C14,>64,unknown,False
143,11775,11776,0x0005BFE0,0x0005C000,28116,28119,3,2,0xED1953E5,0xDA32A7CA,0x68CA9F2A,3,2,True
144,11776,11777,0x0005C000,0x0005C020,28119,28850,731,730,0x68CA9F2A,0xD1953E55,0xE4593F94,>64,unknown,False
145,11903,11904,0x0005CFE0,0x0005D000,28976,28979,3,2,0x0B25275F,0x164A4EBE,0x59293AFA,3,2,True
146,11904,11905,0x0005D000,0x0005D020,28979,30136,1157,1156,0x59293AFA,0xB25275F4,0x38AAF033,>64,unknown,False
147,12031,12032,0x0005DFE0,0x0005E000,30262,30265,3,2,0x8C9444AA,0x19288954,0x64A22553,3,2,True
148,12032,12033,0x0005E000,0x0005E020,30265,30996,731,730,0x64A22553,0xC9444AA6,0x0BCB5677,>64,unknown,False
149,12159,12160,0x0005EFE0,0x0005F000,31122,31125,3,2,0x83FC1D06,0x07F83A0C,0x1FE0E831,3,2,True
150,12160,12161,0x0005F000,0x0005F020,31125,32256,1131,1130,0x1FE0E831,0x3FC1D063,0x98E835A6,>64,unknown,False
151,12287,12288,0x0005FFE0,0x00060000,32382,32385,3,2,0x9C08E88B,0x3811D117,0xE047445F,3,2,True
152,12288,12289,0x00060000,0x00060020,32385,33242,857,856,0xE047445F,0xC08E88BF,0xF18C4D01,>64,unknown,False
153,12415,12416,0x00060FE0,0x00061000,33368,33371,3,2,0xD014D376,0xA029A6ED,0x80A69BB5,3,2,True
154,12416,12417,0x00061000,0x00061020,33371,34490,1119,1118,0x80A69BB5,0x014D376B,0xD98A1A1D,>64,unknown,False
155,12543,12544,0x00061FE0,0x00062000,34616,34619,3,2,0x1715912B,0x2E2B2257,0xB8AC895C,3,2,True
156,12544,12545,0x00062000,0x00062020,34619,36774,2155,2154,0xB8AC895C,0x715912B8,0x25CA0A4A,>64,unknown,False
157,12671,12672,0x00062FE0,0x00063000,36900,36903,3,2,0x2CFE77D1,0x59FCEFA2,0x67F3BE8A,3,2,True
158,12672,12673,0x00063000,0x00063020,36903,38127,1224,1223,0x67F3BE8A,0xCFE77D15,0xCE751DC2,>64,unknown,False
159,12799,12800,0x00063FE0,0x00064000,38253,38256,3,2,0xAAF87EC1,0x55F0FD83,0x57C3F60D,3,2,True
160,12800,12801,0x00064000,0x00064020,38256,39558,1302,1301,0x57C3F60D,0xAF87EC1B,0x15B39A4D,>64,unknown,False
161,12927,12928,0x00064FE0,0x00065000,39684,39687,3,2,0x48FE59CC,0x91FCB399,0x47F2CE66,3,2,True
162,12928,12929,0x00065000,0x00065020,39687,40865,1178,1177,0x47F2CE66,0x8FE59CCD,0x637247D9,>64,unknown,False
163,13055,13056,0x00065FE0,0x00066000,40991,40994,3,2,0xBDAD3A5C,0x7B5A74B8,0xED69D2E3,3,2,True
164,13056,13057,0x00066000,0x00066020,40994,41738,744,743,0xED69D2E3,0xDAD3A5C6,0xAEB2BF70,>64,unknown,False
165,13183,13184,0x00066FE0,0x00067000,41864,41867,3,2,0xE32B4906,0xC656920C,0x195A4830,3,2,True
166,13184,13185,0x00067000,0x00067020,41867,43019,1152,1151,0x195A4830,0x32B49061,0x9EED7977,>64,unknown,False
167,13311,13312,0x00067FE0,0x00068000,43145,43148,3,2,0x9943DDFB,0x3287BBF7,0xCA1EEFDD,3,2,True
168,13312,13313,0x00068000,0x00068020,43148,44474,1326,1325,0xCA1EEFDD,0x943DDFBB,0xA7DB580D,>64,unknown,False
169,13439,13440,0x00068FE0,0x00069000,44600,44603,3,2,0x0DCA8B3C,0x1B951678,0x6E5459E3,3,2,True
170,13440,13441,0x00069000,0x00069020,44603,46380,1777,1776,0x6E5459E3,0xDCA8B3C7,0xAD635E8F,>64,unknown,False
171,13567,13568,0x00069FE0,0x0006A000,46506,46509,3,2,0x2C1DD711,0x583BAE23,0x60EEB88C,3,2,True
172,13568,13569,0x0006A000,0x0006A020,46509,47734,1225,1224,0x60EEB88C,0xC1DD7118,0x6C56B6E1,>64,unknown,False
173,13695,13696,0x0006AFE0,0x0006B000,47860,47863,3,2,0xF3026DD3,0xE604DBA6,0x98136E98,3,2,True
174,13696,13697,0x0006B000,0x0006B020,47863,48516,653,652,0x98136E98,0x3026DD31,0x9F9229A2,>64,unknown,False
175,13823,13824,0x0006BFE0,0x0006C000,48642,48645,3,2,0x30A5633F,0x614AC67F,0x852B19FF,3,2,True
176,13824,13825,0x0006C000,0x0006C020,48645,49756,1111,1110,0x852B19FF,0x0A5633FE,0xF20B5F3C,>64,unknown,False
177,13951,13952,0x0006CFE0,0x0006D000,49882,49885,3,2,0xC3BBCAEC,0x877795D9,0x1DDE5767,3,2,True
178,13952,13953,0x0006D000,0x0006D020,49885,50594,709,708,0x1DDE5767,0x3BBCAECE,0x3CF45124,>64,unknown,False
179,14079,14080,0x0006DFE0,0x0006E000,50720,50723,3,2,0xB17D9607,0x62FB2C0E,0x8BECB03A,3,2,True
180,14080,14081,0x0006E000,0x0006E020,50723,51867,1144,1143,0x8BECB03A,0x17D96075,0xA750E92B,>64,unknown,False
181,14207,14208,0x0006EFE0,0x0006F000,51993,51996,3,2,0x02399C16,0x0473382D,0x11CCE0B4,3,2,True
182,14208,14209,0x0006F000,0x0006F020,51996,52667,671,670,0x11CCE0B4,0x2399C169,0x6B5896E5,>64,unknown,False
183,14335,14336,0x0006FFE0,0x00070000,52793,52796,3,2,0x4AC285F2,0x95850BE4,0x56142F92,3,2,True
184,14336,14337,0x00070000,0x00070020,52796,53911,1115,1114,0x56142F92,0xAC285F24,0xBBAC0E89,>64,unknown,False
185,14463,14464,0x00070FE0,0x00071000,54037,54040,3,2,0x2DD58A6C,0x5BAB14D8,0x6EAC5361,3,2,True
186,14464,14465,0x00071000,0x00071020,54040,54742,702,701,0x6EAC5361,0xDD58A6C2,0x4BCCE741,>64,unknown,False
187,14591,14592,0x00071FE0,0x00072000,54868,54871,3,2,0x8384B09C,0x07096138,0x1C2584E2,3,2,True
188,14592,14593,0x00072000,0x00072020,54871,56011,1140,1139,0x1C2584E2,0x384B09C5,0x037CD139,>64,unknown,False
189,14719,14720,0x00072FE0,0x00073000,56137,56140,3,2,0x136DE5A4,0x26DBCB49,0x9B6F2D25,3,2,True
190,14720,14721,0x00073000,0x00073020,56140,56847,707,706,0x9B6F2D25,0x36DE5A4A,0xB9B985F7,>64,unknown,False
191,14847,14848,0x00073FE0,0x00074000,56973,56976,3,2,0x3597EC73,0x6B2FD8E7,0xACBF639E,3,2,True
192,14848,14849,0x00074000,0x00074020,56976,58675,1699,1698,0xACBF639E,0x597EC73C,0x9DC7797A,>64,unknown,False
193,14975,14976,0x00074FE0,0x00075000,58801,58804,3,2,0x6380B64B,0xC7016C97,0x1C05B25C,3,2,True
194,14976,14977,0x00075000,0x00075020,58804,60046,1242,1241,0x1C05B25C,0x380B64B9,0x8A28DEB3,>64,unknown,False
195,15103,15104,0x00075FE0,0x00076000,60172,60175,3,2,0x76C7E0F2,0xED8FC1E5,0xB63F0797,3,2,True
196,15104,15105,0x00076000,0x00076020,60175,61018,843,842,0xB63F0797,0x6C7E0F2F,0x8D76AB5B,>64,unknown,False
197,15231,15232,0x00076FE0,0x00077000,61144,61147,3,2,0xB0546ED0,0x60A8DDA0,0x82A37681,3,2,True
198,15232,15233,0x00077000,0x00077020,61147,61833,686,685,0x82A37681,0x0546ED02,0x069745EF,>64,unknown,False
199,15359,15360,0x00077FE0,0x00078000,61959,61962,3,2,0x6540E1F4,0xCA81C3E9,0x2A070FA4,3,2,True
200,15360,15361,0x00078000,0x00078020,61962,63083,1121,1120,0x2A070FA4,0x540E1F48,0xA1BD1E8C,>64,unknown,False
201,15487,15488,0x00078FE0,0x00079000,63209,63212,3,2,0x40C95AAE,0x8192B55C,0x064AD573,3,2,True
202,15488,15489,0x00079000,0x00079020,63212,63905,693,692,0x064AD573,0x0C95AAE7,0xEDEF1429,>64,unknown,False
203,15615,15616,0x00079FE0,0x0007A000,64031,64034,3,2,0x1CADD904,0x395BB208,0xE56EC823,3,2,True
204,15616,15617,0x0007A000,0x0007A020,64034,184,1686,1685,0xE56EC823,0xCADD9047,0x2881EC4C,>64,unknown,False
205,15743,15744,0x0007AFE0,0x0007B000,310,313,3,2,0xD4281D4D,0xA8503A9B,0xA140EA6E,3,2,True
206,15744,15745,0x0007B000,0x0007B020,313,1603,1290,1289,0xA140EA6E,0x4281D4DC,0x8B4CA9E8,>64,unknown,False
207,15871,15872,0x0007BFE0,0x0007C000,1729,1732,3,2,0x7233CB1B,0xE4679636,0x919E58DB,3,2,True
208,15872,15873,0x0007C000,0x0007C020,1732,2491,759,758,0x919E58DB,0x233CB1B7,0xD2ADE6A6,>64,unknown,False
209,15999,16000,0x0007CFE0,0x0007D000,2617,2620,3,2,0x38FAD475,0x71F5A8EA,0xC7D6A3A9,3,2,True
